code,buy_date,sell_date,buy_price,sell_price,gross_return,net_return,holding_days,sell_reason
000750,2019-02-12,2019-02-22,4.88,5.1336,0.0519672131147542,0.048467213114754194,10,移动止盈
000750,2019-03-20,2019-03-25,5.74,6.191600000000001,0.07867595818815346,0.07517595818815345,5,移动止盈
000751,2019-02-27,2019-03-07,3.77,3.9836,0.056657824933687005,0.053157824933687,8,移动止盈
000752,2019-04-03,2019-04-10,8.39,8.326,-0.007628128724672235,-0.011128128724672235,7,移动止盈
000758,2019-02-27,2019-03-07,4.75,5.0784,0.0691368421052632,0.0656368421052632,8,移动止盈
000758,2019-04-02,2019-04-12,5.13,5.0048,-0.024405458089668524,-0.027905458089668524,10,移动止盈
000762,2019-03-20,2019-03-27,8.88,8.4824,-0.04477477477477484,-0.04827477477477484,7,移动止盈
000776,2019-04-02,2019-04-25,16.43,15.732000000000003,-0.04248326232501502,-0.045983262325015026,23,移动止盈
000778,2019-02-27,2019-03-29,4.88,5.12,0.04918032786885251,0.045680327868852504,30,时间止盈
000779,2019-03-20,2019-03-28,10.7,12.282,0.1478504672897197,0.1443504672897197,8,移动止盈
000780,2019-02-20,2019-02-26,3.33,3.6156,0.08576576576576579,0.08226576576576579,6,移动止盈
000780,2019-04-02,2019-04-11,3.88,4.048000000000001,0.04329896907216522,0.039798969072165215,9,移动止盈
000782,2019-04-03,2019-04-15,5.52,5.3728,-0.026666666666666627,-0.030166666666666626,12,移动止盈
000783,2019-02-15,2019-02-22,5.74,6.3848,0.11233449477351917,0.10883449477351917,7,移动止盈
000783,2019-04-02,2019-04-10,7.77,7.792400000000001,0.0028828828828830226,-0.0006171171171169775,8,移动止盈
000786,2019-02-12,2019-03-08,16.96,18.814,0.109316037735849,0.105816037735849,24,移动止盈
000789,2019-02-27,2019-03-08,12.46,12.309600000000001,-0.012070626003210226,-0.015570626003210226,9,移动止盈
000790,2019-02-13,2019-03-08,4.42,5.198,0.1760180995475114,0.1725180995475114,23,移动止盈
000791,2019-02-20,2019-02-26,5.48,5.612,0.024087591240875852,0.020587591240875853,6,移动止盈
000792,2019-02-27,2019-03-08,7.16,7.341600000000001,0.02536312849162017,0.02186312849162017,9,移动止盈
000793,2019-02-20,2019-02-25,3.16,3.3304,0.053924050632911356,0.05042405063291135,5,移动止盈
000796,2019-02-20,2019-03-08,6.91,7.8108,0.13036179450072363,0.12686179450072363,16,移动止盈
